"Y"  "X1" "X2" "X3" "X4" "X5"
12 0.22 78300 46 12 8
6 0.314 6304.8 22 12 8
8 0.267 32266.1 20 12 8
10 0.22 20290 4 12 6
3 0.22 2970 99 12 10
5 0.22 8570.9 46 12 8
5 0.22 4063.7 99 12 10
0 0.22 3740 14 12 8
2 0.219 7970 70 12 11
5 0.291 25309.22 12 12 8
5 0.266 20579.6 10 12 8
10 0.219 44843.1 6 12 6
2 0.219 3935.3 4 12 8
5 0.218 15610 46 12 8
8 0.218 37000 6 12 8
7 0.312 25145.8 40 12 8
3 0.312 11757.8 4 12 8
3 0.311 5827.1 23 12 10
5 0.217 18180 16 12 10
6 0.217 4077 99 12 10
9 0.216 29070.7 99 12 8
6 0.216 17511.6 46 12 8
8 0.216 14320 36 12 8
10 0.31 78300 46 12 8
2 0.31 11410 46 12 8
7 0.327 33648.7 60 12 8
7 0.215 13855.3 22 12 10
7 0.215 6393.8 0 12 2
2 0.215 2970 99 12 10
2 0.215 5479 99 12 8
4 0.215 8240 4 12 6
6 0.344 25390 46 12 10
5 0.261 11778.1 22 12 11
7 0.213 21610 10 12 8
6 0.213 12590.8 60 12 8
9 0.213 24750 4 12 8
4 0.212 13817 70 12 10
0 0.231 10407 94 12 10
2 0.212 15810.6 36 12 10
10 0.212 25978 0 12 4
8 0.58 17615.8 0 12 8
4 0.21 4220.8 80 12 10
5 0.21 3635 6 12 8
8 0.304 34318.3 31 12 8
4 0.256 14920 77 12 10
7 0.29 16493.8 22 12 10
4 0.208 11679.8 4 12 8
4 0.208 5960 6 12 3
6 0.208 25430 44 12 8
5 0.208 20700 52 12 8
2 0.306 15090 36 12 8
9 0.208 10168.4 4 12 4
0 0.207 2790.9 0 12 3
5 0.288 25320 12 12 2
3 0.207 3020 4 12 4
2 0.206 2325 46 12 8
0 0.205 5735.5 14 12 10
12 0.204 42075.7 12 12 8
4 0.204 13180 77 12 10
3 0.204 5576.3 4 12 4
6 0.203 32050 61 12 10
4 0.501 16000 12 12 8
8 0.297 13430 16 12 8
7 0.296 21698.6 46 12 8
5 0.405 25320 12 12 2
5 0.206 25320 12 12 2
5 0.202 17997.8 0 12 10
3 0.201 20700 52 12 8
8 0.201 21615.6 12 12 8
2 0.201 13247.5 50 12 10
5 0.201 14128.5 25 12 10
2 0.201 5185.6 4 12 8
8 0.237 24750 4 12 0
2 0.2 3740 4 12 8
5 0.2 17640 4 12 8
7 0.24 15610.2 4 12 4
0 0.293 2768.9 0 12 6
6 0.244 21436.2 0 12 3
5 0.199 16786.2 10 12 4
3 0.199 13490 50 12 8
0 0.292 2997 4 12 4
7 0.245 22050 6 12 8
6 0.292 17516.4 46 12 8
2 0.244 7633.4 22 12 8
7 0.197 32050 51 12 8
13 0.196 68414.2 10 12 8
6 0.196 38695.9 34 12 8
0 0.195 5703.1 99 12 10
8 0.195 17640 4 12 8
7 0.195 16680 4 12 8
4 0.194 10620 70 12 13
5 0.241 4097.1 99 12 10
7 0.194 28262.3 40 12 8
0 0.24 3387.2 4 12 5
2 0.193 16200 30 12 8
2 0.192 3740 4 12 8
7 0.192 14430.1 22 12 8
3 0.192 5697.1 4 12 10
2 0.192 13895 70 12 10
5 0.286 25320 12 12 2
0 0.192 7980 14 12 8
6 0.191 13893.3 70 12 10
0 0.28 10427.25 94 12 10
8 0.191 21693.6 46 12 8
2 0.191 5788 4 12 8
0 0.19 7000 19 12 10
6 0.237 13430 16 12 8
4 0.19 10510 46 12 10
4 0.19 24400 46 12 10
3 0.236 10620 70 12 13
5 0.276 10492.5 4 12 4
3 0.227 25320 12 12 2
3 0.189 19330 0 12 4
3 0.189 19710 43 12 10
6 0.189 19018.2 46 12 8
7 0.189 24778.6 12 12 10
0 0.189 5693.3 99 12 10
3 0.189 3951.3 4 12 23
3 0.276 11840 12 12 8
11 0.196 68028.3 12 12 8
0 0.189 7172.3 0 12 3
2 0.188 12806.2 15 12 8
4 0.188 13815 70 12 10
2 0.188 18202.1 12 12 2
5 0.235 17340 46 12 8
6 0.188 7149.2 0 12 6
5 0.187 34662.6 31 12 8
5 0.187 37000 48 12 10
6 0.187 13758.4 30 12 10
8 0.186 18960 12 12 8
3 0.186 8390 60 12 10
7 0.186 30657.3 36 12 10
6 0.186 27697.6 64 12 8
2 0.186 2325 46 12 8
7 0.233 18960 22 12 8
7 0.185 16787.2 10 12 4
11 0.232 78300 46 12 8
8 0.208 18180 22 12 10
6 0.184 3048.4 22 12 8
5 0.262 16140 12 12 8
3 0.184 10478.6 70 12 13
4 0.273 16200 24 12 8
3 0.278 11745.9 4 12 8
5 0.26 16000 12 12 8
6 0.184 13490 30 12 8
5 0.23 25624.9 46 12 10
8 0.183 49250 46 12 8
10 0.23 25794.5 46 12 10
7 0.238 31600 16 12 8
3 0.182 5461.1 99 12 8
6 0.182 17535.6 40 12 8
6 0.18 2987 4 12 4
7 0.227 3012.5 4 12 8
5 0.18 10473.4 4 12 4
0 0.227 5500.6 99 12 10
2 0.18 5964.4 46 12 10
5 0.18 4216.4 60 12 10
5 0.227 9570 22 12 8
3 0.18 16781.6 10 12 4
4 0.179 15000.25 70 12 10
6 0.179 13173 22 12 10
5 0.187 25334.67 12 12 8
0 0.224 8850 22 12 8
7 0.41 16340 11 12 7
12 0.29 60951.5 0 12 8
2 0.177 5614.4 90 12 13
2 0.177 6766.5 4 12 4
5 0.176 24563.9 46 12 10
5 0.269 3188.3 0 12 0
5 0.175 17532.9 40 12 8
2 0.174 15190 22 12 8
3 0.174 11627 12 12 8
5 0.174 37000 48 12 10
4 0.173 22763.7 46 12 8
2 0.173 2901.6 0 12 4
2 0.231 5611 90 12 13
6 0.231 15374.4 47 12 8
6 0.24 6028.3 99 12 10
11 0.186 51300 16 12 6
10 0.173 19110 12 12 8
0 0.172 5184.1 4 12 8
2 0.172 3293.5 4 12 8
8 0.171 42649 12 12 8
5 0.171 10620 70 12 13
0 0.265 4675.9 0 12 4
6 0.171 10485.7 70 12 13
4 0.171 12020 0 12 10
0 0.171 5707.3 72 12 10
0 0.171 5770.2 55 12 10
2 0.171 3979.3 4 12 8
3 0.17 4167 0 12 2
8 0.17 26792.7 10 12 8
10 0.17 78300 34 12 8
11 0.256 42317.8 12 12 8
5 0.17 24750 16 12 10
3 0.17 4114 0 12 5
8 0.17 24958.8 6 12 8
2 0.169 5676.8 99 12 8
4 0.169 17080 48 12 8
5 0.169 11490 94 12 10
10 0.54 18720 0 12 4
5 0.168 3990.5 4 12 8
0 0.168 8522.6 69 12 11
2 0.167 3430 0 12 8
3 0.167 32050 61 12 8
3 0.354 12020 0 12 10
11 0.166 41691 4 12 6
5 0.165 3693.2 4 12 2
9 0.165 20290 16 12 6
7 0.165 18650 16 12 10
3 0.258 3266 0 12 0
4 0.164 7000 19 12 10
15 0.17 59873.6 6 12 2
0 0.21 11280 30 12 13
3 0.21 7970 70 12 11
7 0.518 10380 0 12 8
4 0.21 3935 0 12 8
4 0.163 5420 4 12 4
6 0.163 15811.6 36 12 9
2 0.163 7185.8 4 12 11
11 0.17 42478.7 12 12 8
4 0.162 11490 85 12 8
3 0.208 12780 14 12 8
0 0.161 5820.9 4 12 8
2 0.161 7633.9 12 12 8
3 0.161 6970 4 12 4
4 0.19 11410 40 12 8
2 0.208 4137.6 99 12 10
3 0.254 12020 0 12 10
3 0.16 23736.9 12 12 10
7 0.16 17828.9 2 12 2
9 0.207 60881.2 40 12 13
3 0.671 3955.5 0 12 12
8 0.158 32050 47 12 8
2 0.158 8180 70 12 13
9 0.252 40018.6 4 12 8
3 0.157 8180 70 12 13
4 0.157 7000 4 12 8
7 0.206 16340 11 12 7
7 0.206 21546.7 12 12 8
4 0.291 22589 12 12 8
3 0.203 7970 69 12 11
5 0.156 18247.1 12 12 2
2 0.227 19192.6 36 12 8
4 0.156 3819.1 14 12 10
3 0.26 8180 70 12 13
2 0.155 15190 22 12 8
3 0.155 7000 14 12 8
7 0.222 19670.8 0 12 3
6 0.248 16762 70 12 10
4 0.153 4041.3 80 12 6
8 0.153 16680 4 12 8
3 0.201 25320 12 12 2
10 0.19 51300 16 12 6
5 0.152 10780 0 12 4
7 0.152 32050 51 12 8
2 0.152 17910.6 12 12 2
0 0.198 3026.4 22 12 11
0 0.152 16200 30 12 8
6 0.21 30713.4 22 12 10
3 0.152 18609.3 22 12 8
3 0.152 4019.7 2 12 8
0 0.151 4655.3 0 12 4
0 0.279 3003 4 12 7
3 0.151 10495.5 70 12 13
7 0.151 13864.3 22 12 10
4 0.151 4116.6 99 12 10
2 0.197 4133 99 12 10
0 0.15 2725 22 12 10
6 0.244 15618.2 22 12 8
3 0.244 23776.5 12 12 10
5 0.15 21874.4 28 12 10
0 0.191 9991.6 94 12 10
5 0.15 25968.9 22 12 8
2 0.15 4016.5 4 12 8
3 0.187 27349.3 46 12 8
4 0.149 13566.8 60 12 13
8 0.149 23728.6 12 12 10
3 0.149 7130 0 12 11
5 0.149 6036.5 46 12 10
3 0.149 22783 46 12 8
6 0.242 15190 12 12 8
2 0.148 3635 6 12 8
3 0.148 6244.5 4 12 4
7 0.148 17943.5 12 12 8
3 0.185 9628.7 14 12 8
2 0.147 3463.4 60 12 8
9 0.354 18740 0 12 8
2 0.147 7480.2 0 12 8
6 0.24 23840 6 12 8
5 0.24 21750 15 12 8
9 0.146 44012.7 12 12 8
4 0.146 4150.3 60 12 10
8 0.146 44253.1 42 12 8
9 0.386 21772.7 10 12 4
2 0.146 10248.6 94 12 10
9 0.163 18756 22 12 10
2 0.145 5260 0 12 4
4 0.145 16780.5 10 12 4
5 0.145 17931.5 12 12 8
3 0.145 11635 12 12 8
7 0.172 13774.6 22 12 10
4 0.144 6017.8 46 12 10
9 0.144 68155.2 8 12 8
0 0.19 14693.6 22 12 8
0 0.143 6343.4 22 12 8
5 0.143 18062.4 0 12 4
5 0.19 16020 99 12 11
4 0.142 16798.2 12 12 10
7 0.189 33529.2 22 12 8
5 0.142 5165.8 4 12 4
3 0.283 8664 16 12 8
2 0.189 22220 60 12 10
6 0.142 32050 51 12 8
5 0.142 10620 70 12 13
2 0.142 10620 70 12 13
5 0.141 20290 11 12 4
2 0.141 16000 12 12 8
2 0.188 2400 46 12 8
5 0.141 15811.3 36 12 10
6 0.371 22751.9 12 12 4
5 0.234 23784.9 12 12 10
3 0.14 2430 4 12 3
2 0.14 12020 0 12 10
0 0.14 3740 4 12 8
5 0.14 22220 46 12 10
5 0.176 15427.8 47 12 8
5 0.139 10620 70 12 13
3 0.226 14370 22 12 8
10 0.138 41821.4 12 12 8
3 0.138 25320 12 12 2
6 0.138 34128.9 38 12 8
6 0.138 6397.6 0 12 0
5 0.137 20700 46 12 10
0 0.212 10400.25 94 12 10
0 0.176 7980 22 12 4
0 0.231 8244.8 22 12 8
4 0.136 11628 12 12 8
7 0.136 15273.5 4 12 4
2 0.135 10043.6 94 12 10
5 0.172 12020 0 12 10
2 0.16 17783 0 12 2
0 0.229 5851.9 99 12 10
3 0.135 23733 12 12 10
2 0.135 4910 14 12 8
2 0.134 15811 36 12 9
8 0.204 54650 46 12 8
0 0.134 11612 12 12 8
3 0.181 12260.4 12 12 4
10 0.16 40170.1 4 12 2
7 0.133 15323.8 4 12 4
2 0.133 5813.8 4 12 8
0 0.133 4162.4 60 12 10
2 0.133 10620 70 12 13
5 0.18 13891.2 99 12 8
2 0.133 2999 4 12 4
0 0.133 16642.5 50 12 10
2 0.133 5476.4 99 12 8
0 0.133 5475.7 99 12 8
5 0.227 17528.8 46 12 8
4 0.133 2970 99 12 10
5 0.133 16796.7 10 12 4
0 0.132 8750 40 12 10
3 0.132 8922.8 46 12 8
2 0.179 5453.5 0 12 8
10 0.132 24849.5 6 12 8
7 0.132 8990 70 12 10
0 0.132 8990 70 12 8
5 0.132 19710 78 12 10
5 0.132 28762.4 46 12 8
0 0.132 17640 4 12 8
5 0.132 10620 70 12 13
2 0.178 8180 70 12 13
2 0.17 14785.9 4 12 8
15 0.131 58800 6 12 8
0 0.131 5725.4 99 12 10
2 0.131 17866.8 12 12 2
4 0.131 9570 46 12 8
4 0.37 27390 12 12 8
0 0.178 7930 12 12 10
6 0.131 4044 99 12 6
0 0.13 5460.3 90 12 10
5 0.13 7000 32 12 8
4 0.13 11490 94 12 10
4 0.13 26149 40 12 8
5 0.129 15190 22 12 8
7 0.129 9596.9 14 12 12
6 0.28 4077.4 4 12 4
7 0.176 14470 6 12 8
2 0.128 15900 46 12 8
6 0.128 27550 36 12 8
10 0.179 16960 11 12 4
3 0.127 24596.8 30 12 10
5 0.221 10482.6 70 12 13
4 0.174 15699.9 22 12 8
3 0.127 23811.6 12 12 9
0 0.127 5440.3 99 12 10
2 0.127 10235.4 22 12 8
0 0.127 10436.5 94 12 10
0 0.126 4113.3 99 12 10
4 0.173 13180 77 12 10
14 0.126 52400 44 12 8
8 0.126 25127.7 5 12 8
2 0.126 2382.3 0 12 4
2 0.126 8180 70 12 13
3 0.172 4091.7 99 12 10
9 0.125 68273.1 6 12 2
6 0.125 44337.5 12 12 8
5 0.125 27647.7 64 12 8
0 0.125 14055.1 50 12 10
2 0.218 4140.6 0 12 4
7 0.124 25137.1 40 12 8
8 0.218 44218.9 12 12 8
7 0.171 4188 0 12 2
3 0.123 16774.8 22 12 8
3 0.123 4022.1 4 12 10
2 0.123 4033.6 50 12 10
2 0.123 10620 70 12 13
3 0.123 10620 70 12 13
6 0.134 20290 11 12 4
3 0.123 8180 70 12 13
4 0.203 22279.6 12 12 4
3 0.169 6470 22 12 8
2 0.169 12020 0 12 10
5 0.242 24414 12 12 4
0 0.122 8240 4 12 6
7 0.216 21277.7 0 12 3
5 0.198 24798.9 32 12 10
5 0.215 8180 70 12 13
4 0.121 4036 99 12 10
3 0.121 8527.4 69 12 11
5 0.216 25990 10 12 8
9 0.121 32066.6 20 12 8
8 0.121 21768.5 22 12 10
6 0.121 20700 46 12 8
5 0.121 9470 70 12 13
3 0.12 4111.6 0 12 5
0 0.12 5725.7 99 12 10
5 0.167 19710 2 12 10
4 0.261 15584.4 12 12 8
4 0.12 24813.3 6 12 10
2 0.12 10879 22 12 8
5 0.3 7299.6 14 12 6
2 0.119 28533.5 60 12 8
2 0.162 4655 4 12 6
5 0.118 31600 46 12 8
4 0.212 13877.2 22 12 10
6 0.305 16680 4 12 8
3 0.117 22050 6 12 8
3 0.117 3495.8 60 12 8
0 0.116 22778.8 46 12 8
4 0.324 25320 12 12 2
6 0.116 30758.4 11 12 8
5 0.116 16797.4 10 12 4
4 0.116 8180 70 12 13
6 0.301 14632 20 12 8
0 0.116 5479.3 99 12 8
4 0.115 22786.1 46 12 8
0 0.115 16200 22 12 8
4 0.148 9509 14 12 12
3 0.162 16000 12 12 8
0 0.115 5290 4 12 4
2 0.115 5653.3 0 12 11
2 0.114 5440.8 99 12 10
3 0.114 18074.2 0 12 4
4 0.208 11188.5 22 12 8
0 0.114 2966 0 12 4
5 0.165 19858.5 0 12 3
0 0.114 7618 4 12 8
3 0.16 3935 0 12 8
2 0.113 2883 4 12 4
0 0.113 3012.8 4 12 4
2 0.113 2430 4 12 8
4 0.113 2381 0 12 4
4 0.113 13829.2 70 12 10
0 0.171 3001 4 12 7
10 0.112 40676.9 4 12 6
5 0.253 11370 30 12 13
5 0.112 37000 48 12 10
4 0.158 12280 12 12 8
4 0.111 21750 16 12 8
3 0.126 13481.3 2 12 8
0 0.125 5164.8 4 12 4
4 0.111 15150.8 12 12 8
3 0.158 23815.2 12 12 10
3 0.111 13490 50 12 8
2 0.157 14043.4 12 12 8
7 0.137 22200.8 12 12 4
9 0.11 17510 46 12 8
5 0.11 19322.56 14 12 8
0 0.157 14034.6 0 12 8
2 0.218 5657.9 0 12 11
6 0.109 17955.5 12 12 8
4 0.108 27286.9 46 12 8
7 0.121 31600 46 12 8
4 0.108 21561.3 54 12 10
6 0.277 10175.2 12 12 4
7 0.107 25280.7 12 12 8
8 0.107 13870.6 22 12 10
3 0.107 4147.3 99 12 10
0 0.106 2998 4 12 4
3 0.106 26164.6 46 12 8
2 0.2 7091.2 0 12 4
2 0.2 20100 32 12 8
4 0.11 11613.5 12 12 8
0 0.153 7816.167 54 12 10
0 0.106 15407.6 12 12 8
5 0.106 25936.5 40 12 8
11 0.153 25310 12 12 8
3 0.105 8180 70 12 13
2 0.105 9030 99 12 10
7 0.105 24750 22 12 8
8 0.105 43393.2 12 12 8
0 0.105 8525.5 69 12 9
8 0.142 30300 28 12 8
2 0.104 15800 36 12 16
3 0.151 25962.6 22 12 8
5 0.158 32711.8 55 12 8
2 0.104 3282.3 4 12 7
3 0.198 10489.6 70 12 13
5 0.104 11257 22 12 4
0 0.104 15864.3 70 12 8
5 0.104 10520 22 12 8
0 0.104 1489.7 0 12 2
4 0.103 15811.8 36 12 10
4 0.103 18960 22 12 8
2 0.103 5715.9 99 12 10
5 0.102 25255.6 12 12 10
2 0.29 17400 32 12 8
5 0.102 21765 22 12 10
0 0.195 5434.9 2 12 0
3 0.101 11280 14 12 13
5 0.101 28870.8 46 12 8
5 0.101 28334.4 20 12 8
5 0.101 17514.8 46 12 8
3 0.1 6381.5 14 12 8
0 0.1 3740 4 12 8
4 0.165 13308.5 11 12 2
4 0.147 17582.7 10 12 3
7 0.1 34151.9 31 12 8
15 1.816 6120.2 0 11 0
10 1.93 12370 80 11 4
13 1.315 6423.5 0 11 0
12 1.001 11086.6 0 11 0
7 0.958 9906.1 99 11 4
12 0.759 5685 0 11 0
11 0.65 11000 0 11 0
9 0.53 11360 0 11 3
6 0.537 11390 80 11 4
9 0.478 11360 0 11 0
4 0.545 5590 50 11 8
9 0.398 11360 0 11 3
7 0.33 11216.4 0 11 2
0 0.295 5590 50 11 8
5 0.263 11360 0 11 3
9 0.405 25985.8 9 11 1
7 0.258 11369.2 5 11 10
7 0.339 22050 6 11 8
6 0.239 11360 0 11 0
9 0.238 11360 0 11 0
8 0.201 11317.9 5 11 10
8 0.17 11360 0 11 3
0 0.17 5900 2 11 8
4 0.216 12280 12 11 7
4 0.252 12280 12 11 7
8 0.155 36850 44 11 7
0 0.152 11360 0 11 3
8 0.152 11067.8 0 11 0
8 0.15 11360 0 11 0
3 0.146 11360 0 11 0
9 0.144 21640 12 11 3
6 0.235 10441.7 4 11 4
5 0.261 18184.5 10 11 8
3 0.223 11360 0 11 0
4 0.132 23840 12 11 7
4 0.119 9131.5 46 11 4
2 0.109 7071.6 0 11 8
9 0.222 6398.9 0 9 3
5 0.171 2370.9 0 9 4
5 0.195 12420 0 6 5
